codigo;ideps;eps;nomcategorias;nomservicio;nomespecifique;nomindicador;numerador;denominador;resultado;nomunidad;nomfuente;linkfuente
4.7.1.2;EPSI03;AIC EPSI;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;117662;179516;65;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.9.1.1;EPS037;NUEVA EPS;Tiempos de espera;Urgencias;Atención de urgencias;Usuarios que consideran oportuno el tiempo de espera para la atención de urgencias.;39053;112798;34;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.2.1;CCF024;COMFAMILIAR HUILA;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;827292;101922;8;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.5.1.1;EPS022;CONVIDA;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;10104;34157;29;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;CCF018;CAFAM;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;3602;9455;38;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;ESS207;MUTUAL SER;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;243408;259434;93;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.3.1;CCF101;COLSUBSIDIO;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;41603;59171;70;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.10.1;ESS133;COMPARTA EPS;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;2309;6107;37;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.3.1;EPSI03;AIC EPSI;Tiempos de espera;Imágenes diagnosticas;Tomografías;Tiempo de espera para servicios de imagenología y diagnostico especializado tac.;30955;13664;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
5.1.1.1;CCF007;COMFAMILIAR CARTAGENA;Trato de personal administrativo;Mostrar resultado;Mostrar resultado;Usuarios que calificaron positivamente el trato por el personal administrativo de su EPS.;144751;254482;56;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.4.1;CCF027;COMFAMILIAR NARIÑO;Tiempos de espera;Consultas;Medicina especializada;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina especializada.;648;22813;2;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.3.1;EPS001;ALIANSALUD EPS;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;328924;53189;6;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.1.1.1;ESS076;AMBUQ EPSS;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;18375;92503;19;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;CCF027;COMFAMILIAR NARIÑO;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;3615;9843;36;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.6.1.1;ESS062;ASMET SALUD;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;118231;159406;74;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.5.1.1;EPSS34;CAPITAL SALUD EPS;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;230866;284761;81;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.4.1.1;CCF027;COMFAMILIAR NARIÑO;Tiempos de espera;Hospitalización;Atención de hospitalización;Usuarios que consideran oportuno el tiempo de espera para la atención de hospitalización.;2074;3332;62;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
2.1.1.1;CCF009;COMFABOY;Quejas;Mostrar resultado;Mostrar resultado;Quejas de los usuarios resueltas por la EPS.;874;2469;35;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;EPS022;CONVIDA;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;701506;306139;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
6.1.1.1;EPSI06;PIJAOS SALUD EPSI;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;1;78078;0;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.7.1;EPS001;ALIANSALUD EPS;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;602180;191894;3;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
5.1.1.1;CCF033;COMFASUCRE;Trato de personal administrativo;Mostrar resultado;Mostrar resultado;Usuarios que calificaron positivamente el trato por el personal administrativo de su EPS.;255024;281378;90;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.1.1.1;CCF018;CAFAM;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;7134;54448;13;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.6.1.1;EPS010;EPS SURA;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;99514;148680;66;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.9.1.1;EPS012;COMFENALCO VALLE;Tiempos de espera;Urgencias;Atención de urgencias;Usuarios que consideran oportuno el tiempo de espera para la atención de urgencias.;8209;41893;19;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.10.1;ESS207;MUTUAL SER;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;2118;4294;49;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;EPS018;SOS EPS;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;914177;63183;14;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.5.1.1;ESS207;MUTUAL SER;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;73872;80748;91;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.8.1.1;CCF015;COMFACOR;Tiempos de espera;Terapias;Atención de terapias;Usuarios que consideran oportuno el tiempo de espera para la atención de terapias.;3628;3706;97;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.10.1;EPS002;SALUD TOTAL EPS;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;5709;13748;41;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;ESS133;COMPARTA EPS;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;1602080;1148048;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.3.1;EPSI05;MALLAMAS EPSI;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;261614;19645;13;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.2.1;EPSI05;MALLAMAS EPSI;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;26304;26924;97;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.8.1.1;EPSS34;CAPITAL SALUD EPS;Tiempos de espera;Terapias;Atención de terapias;Usuarios que consideran oportuno el tiempo de espera para la atención de terapias.;5621;15678;35;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.9.1;EPSS34;CAPITAL SALUD EPS;Tiempos de espera;Consultas;Pediatría;Espera para la asignación de citas de consulta de pediatría.;388237;77448;5;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.4.1.1;ESS133;COMPARTA EPS;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;17090;29844;57;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;EPS016;COOMEVA  EPS;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;23299;50593;46;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.2;EPS005;SANITAS EPS;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;36087;78974;45;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
5.1.1.1;CCF102;COMFAMILIAR CHOCO;Trato de personal administrativo;Mostrar resultado;Mostrar resultado;Usuarios que calificaron positivamente el trato por el personal administrativo de su EPS.;161706;230843;70;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.1.2.1;EPS023;CRUZ BLANCA EPS;Tiempos de espera;Autorizaciones;Traslados;Tiempo en la autorización para referencias (traslado de una IPS a otra).;10002000;12589;794;Minutos;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.2.1.2;CCF027;COMFAMILIAR NARIÑO;Tiempos de espera;Cirugías;Cirugía programada;Usuarios que consideran oportuno el tiempo de espera para la atención de cirugía.;1031;6783;15;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;ESS091;ECOOPSOS EPS;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;150750;156257;96;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.4.1.1;EPS003;CAFESALUD;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;50979;69712;73;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.1.1;EPS025;CAPRESOCA;Tiempos de espera;Consultas;Atención prioritaria;Usuarios que consideran oportuno el tiempo de espera para la atención de citas prioritarias.;108;447;24;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.2;CCF024;COMFAMILIAR HUILA;Tiempos de espera;Cirugías;Cirugía programada;Usuarios que consideran oportuno el tiempo de espera para la atención de cirugía.;7767;27455;28;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;CCF101;COLSUBSIDIO;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;243903;26664;9;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
6.1.1.1;EPSS34;CAPITAL SALUD EPS;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;2356;1197618;19;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.3.1;ESS002;EMDISALUD;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;423240;555535;76;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.3.1;EPS012;COMFENALCO VALLE;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;101880;159755;63;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;ESS062;ASMET SALUD;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;38256;17412;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.4.1.1;EPS037;NUEVA EPS;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;83922;95972;87;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.1.1;CCF024;COMFAMILIAR HUILA;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;334800;468024;71;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.6.1.1;ESS207;MUTUAL SER;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;46096;67814;67;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.5.1;EPS016;COOMEVA  EPS;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;161175;356842;45;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.5.1.1;EPST01;SAVIA SALUD EPS;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;61602;82722;74;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.5.1.1;EPS033;SALUDVIDA EPS;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;180530;246225;73;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.2.2.1;ESS024;COOSALUD EPS;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;269660;318655;84;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.2;EPS037;NUEVA EPS;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;136329;232128;58;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.9.1.1;EPS001;ALIANSALUD EPS;Tiempos de espera;Urgencias;Atención de urgencias;Usuarios que consideran oportuno el tiempo de espera para la atención de urgencias.;18217;53308;34;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.5.1;CCF024;COMFAMILIAR HUILA;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;209895;327523;64;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.2.1;EPS010;EPS SURA;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;817586;125912;6;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.5.1.1;EPS018;SOS EPS;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;183168;240684;76;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.3.1;ESS091;ECOOPSOS EPS;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;168917;194088;87;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.4.1;EPSI01;DUSAKAWI;Tiempos de espera;Consultas;Medicina especializada;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina especializada.;11995;21219;56;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.4.1.1;EPSS34;CAPITAL SALUD EPS;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;40035;66169;60;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;EPS002;SALUD TOTAL EPS;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;852295;540026;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.7.1.2;EPS033;SALUDVIDA EPS;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;155003;246225;62;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.3.1;ESS133;COMPARTA EPS;Tiempos de espera;Imágenes diagnosticas;Tomografías;Tiempo de espera para servicios de imagenología y diagnostico especializado tac.;190410;83743;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.4.1.1;CCF018;CAFAM;Tiempos de espera;Hospitalización;Atención de hospitalización;Usuarios que consideran oportuno el tiempo de espera para la atención de hospitalización.;1873;1984;94;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.8.1.1;ESS207;MUTUAL SER;Tiempos de espera;Terapias;Atención de terapias;Usuarios que consideran oportuno el tiempo de espera para la atención de terapias.;1262;2717;46;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.4.1;ESS062;ASMET SALUD;Tiempos de espera;Consultas;Medicina especializada;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina especializada.;21882;88067;24;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;EPSI05;MALLAMAS EPSI;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;956;2261;42;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.3.1;EPS037;NUEVA EPS;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;1848655;258580;7;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.5.1;CCF033;COMFASUCRE;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;84053;154462;54;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;EPS003;CAFESALUD;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;4723319;4948992;95;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.2.1.2;EPS005;SANITAS EPS;Tiempos de espera;Cirugías;Cirugía programada;Usuarios que consideran oportuno el tiempo de espera para la atención de cirugía.;10342;24317;42;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.2;EPS023;CRUZ BLANCA EPS;Tiempos de espera;Cirugías;Cirugía programada;Usuarios que consideran oportuno el tiempo de espera para la atención de cirugía.;9057;17963;50;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
2.1.1.1;ESS076;AMBUQ EPSS;Quejas;Mostrar resultado;Mostrar resultado;Quejas de los usuarios resueltas por la EPS.;154;398;38;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.6.1;EPS012;COMFENALCO VALLE;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;611017;48347;12;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.4.1;EPS023;CRUZ BLANCA EPS;Tiempos de espera;Consultas;Medicina especializada;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina especializada.;15947;103292;15;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;EPS037;NUEVA EPS;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;43222;95972;45;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.6.1;CCF018;CAFAM;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;298826;30080;9;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.1.1;CCF009;COMFABOY;Satisfacción con los servicios;Consultas;Medicina especializada;Usuarios que califican como bueno el servicio de medicina especializada suministrado por su EPS.;38575;53744;71;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
